Delta_T_C,Rload_ohm,Material,Seebeck_V_per_K
286.42,7.07,Bi2Te3,0.00022
272.41,12.39,Bi2Te3,0.00022
246.91,10.82,Bi2Te3,0.00022
281.55,19.82,Bi2Te3,0.00022
222.83,12.13,PbTe,0.00018
261.61,10.21,PbTe,0.00018
171.87,17.89,Skutterudite,0.0002
145.41,16,Skutterudite,0.0002
175.73,16.58,PbTe,0.00018
156.64,1.57,Bi2Te3,0.00022
238.7,10.36,Skutterudite,0.0002
165.54,9.48,Bi2Te3,0.00022
122.08,1.08,Bi2Te3,0.00022
163.11,14.8,Skutterudite,0.0002
229.74,16.99,PbTe,0.00018
221.85,5.4,PbTe,0.00018
286.32,6.51,Skutterudite,0.0002
97.26,9.73,PbTe,0.00018
157.81,2.24,Bi2Te3,0.00022
213.62,10.73,Skutterudite,0.0002
110.05,13.65,PbTe,0.00018
115.81,9.65,Bi2Te3,0.00022
281.2,10.82,PbTe,0.00018
112.07,10.14,Bi2Te3,0.00022
153.1,19.65,PbTe,0.00018
175.43,7.02,Bi2Te3,0.00022
175.15,6.76,PbTe,0.00018
91.89,11.66,Skutterudite,0.0002
204.83,19.28,Skutterudite,0.0002
51.8,15.41,Skutterudite,0.0002
200.84,8.75,Skutterudite,0.0002
278.26,7.69,Bi2Te3,0.00022
83.77,14.08,PbTe,0.00018
212.99,19.81,Skutterudite,0.0002
97.31,5.45,Bi2Te3,0.00022
256.89,4.02,PbTe,0.00018
141.69,1.79,Bi2Te3,0.00022
260.96,12.91,Bi2Te3,0.00022
212.67,3.49,Skutterudite,0.0002
194.05,19.06,Bi2Te3,0.00022
151.96,10.64,Skutterudite,0.0002
104.04,2.21,Skutterudite,0.0002
148.75,2.26,PbTe,0.00018
114.69,8.83,Skutterudite,0.0002
148.77,12.41,Skutterudite,0.0002
190.82,15.91,Bi2Te3,0.00022
240.63,14.66,Skutterudite,0.0002
177.47,1.46,Bi2Te3,0.00022
271.68,4.6,Bi2Te3,0.00022
151.86,13.33,Bi2Te3,0.00022
158.27,5.27,Skutterudite,0.0002
161.64,14.96,PbTe,0.00018
214.18,13.94,Bi2Te3,0.00022
179.83,11.99,PbTe,0.00018
69.38,15.38,Bi2Te3,0.00022
258.4,4.53,Bi2Te3,0.00022
139.58,2.34,PbTe,0.00018
136.61,4.61,Bi2Te3,0.00022
87.89,16.67,Bi2Te3,0.00022
75.71,14.89,Skutterudite,0.0002
57.1,3.18,PbTe,0.00018
246.57,15.12,PbTe,0.00018
189.88,14.2,PbTe,0.00018
170.38,8.71,Skutterudite,0.0002
238.21,8,Skutterudite,0.0002
107.93,6.48,PbTe,0.00018
205.03,11.92,Skutterudite,0.0002
296.34,1.19,PbTe,0.00018
181.71,10.2,Bi2Te3,0.00022
285.63,12.52,Skutterudite,0.0002
244.45,17.71,Skutterudite,0.0002
110.22,5.31,Skutterudite,0.0002
253.15,7.74,Skutterudite,0.0002
158.42,8,Skutterudite,0.0002
84.1,16.95,Skutterudite,0.0002
68.14,14.81,Bi2Te3,0.00022
263.07,1.55,Skutterudite,0.0002
169.53,7.75,Bi2Te3,0.00022
67.95,2.21,PbTe,0.00018
95.73,10.02,Bi2Te3,0.00022
58.83,4.94,Skutterudite,0.0002
216.67,14.47,Bi2Te3,0.00022
242.11,2.43,PbTe,0.00018
125.47,18.51,PbTe,0.00018
149.32,11.91,Bi2Te3,0.00022
270.4,11.94,Skutterudite,0.0002
153.7,6.51,PbTe,0.00018
219.51,15.54,Skutterudite,0.0002
146.89,19.61,Bi2Te3,0.00022
285.19,11.36,PbTe,0.00018
50.12,16.67,Skutterudite,0.0002
152.52,2.33,Skutterudite,0.0002
244.17,14.19,Bi2Te3,0.00022
209.02,17.12,PbTe,0.00018
126.81,15.5,Bi2Te3,0.00022
279.92,10.72,PbTe,0.00018
67.86,4.87,PbTe,0.00018
148.87,4.68,Skutterudite,0.0002
196.7,11.75,Bi2Te3,0.00022
119.3,5.74,Skutterudite,0.0002
292.31,5.56,PbTe,0.00018
225.2,18.97,PbTe,0.00018
54.35,14.89,Skutterudite,0.0002
210.44,18.08,Skutterudite,0.0002
175.04,18.97,Skutterudite,0.0002
140.22,2.05,Skutterudite,0.0002
295.42,6.25,Skutterudite,0.0002
180.75,18.35,Skutterudite,0.0002
261.74,17,PbTe,0.00018
92.2,3.43,Skutterudite,0.0002
282.02,10.91,PbTe,0.00018
225.66,11.31,PbTe,0.00018
110.12,6.66,PbTe,0.00018
147.42,5.74,Skutterudite,0.0002
143.8,10.84,Bi2Te3,0.00022
88.84,18.08,Skutterudite,0.0002
133.43,19.96,PbTe,0.00018
51.74,17.45,Bi2Te3,0.00022
62.27,15.39,Skutterudite,0.0002
129.56,9.34,Bi2Te3,0.00022
255.63,9.8,PbTe,0.00018
202.35,9.04,PbTe,0.00018
94,8.13,Bi2Te3,0.00022
63.64,6.75,PbTe,0.00018
77.79,14.86,Bi2Te3,0.00022
140.82,10.57,PbTe,0.00018
156.13,7.76,Skutterudite,0.0002
176.54,17.23,Skutterudite,0.0002
102.98,1.33,Skutterudite,0.0002
262.73,10.87,Skutterudite,0.0002
88.33,10.3,PbTe,0.00018
169.14,19.3,Skutterudite,0.0002
111.43,11.2,Skutterudite,0.0002
53.36,7.59,Bi2Te3,0.00022
65.84,5.59,Skutterudite,0.0002
257.12,7.28,Skutterudite,0.0002
112.39,11.9,Skutterudite,0.0002
238.09,19.63,Skutterudite,0.0002
253.69,15.21,Bi2Te3,0.00022
77.05,3.05,PbTe,0.00018
291.04,5.94,Skutterudite,0.0002
241.02,10.85,Bi2Te3,0.00022
137.66,13.59,Bi2Te3,0.00022
98.37,9.43,Skutterudite,0.0002
146.61,3.61,Skutterudite,0.0002
95.48,5.31,PbTe,0.00018
92.8,13.1,Bi2Te3,0.00022
125.8,9.75,Skutterudite,0.0002
268.47,18.15,PbTe,0.00018
135.16,4.37,PbTe,0.00018
231.38,9.21,Bi2Te3,0.00022
204.06,19.65,PbTe,0.00018
235.93,1.83,PbTe,0.00018
264.76,12.21,PbTe,0.00018
266.65,8.42,PbTe,0.00018
152.7,13.33,PbTe,0.00018
65.03,6.23,Skutterudite,0.0002
260.58,7.08,Bi2Te3,0.00022
278.75,2.8,Bi2Te3,0.00022
196.47,17.4,Bi2Te3,0.00022
216.24,9.06,Bi2Te3,0.00022
268.79,1.26,Skutterudite,0.0002
217.65,7.73,Skutterudite,0.0002
166.43,10.66,PbTe,0.00018
140.44,15.81,PbTe,0.00018
271.57,14.39,Skutterudite,0.0002
171.28,5.11,Bi2Te3,0.00022
232.74,19.4,Skutterudite,0.0002
103.21,2.09,Skutterudite,0.0002
130.03,16.79,Bi2Te3,0.00022
271.5,7.76,PbTe,0.00018
145.62,5.16,PbTe,0.00018
121.31,12.12,PbTe,0.00018
176.21,17.37,Skutterudite,0.0002
264.32,13.95,PbTe,0.00018
85.21,8.73,Bi2Te3,0.00022
97.52,8.27,Bi2Te3,0.00022
210.94,7.4,Skutterudite,0.0002
191.8,10.29,Bi2Te3,0.00022
255,19.91,PbTe,0.00018
108.6,15.73,Bi2Te3,0.00022
92.6,8.98,Skutterudite,0.0002
142.79,16.91,Skutterudite,0.0002
226.09,10.64,Skutterudite,0.0002
294.37,16.01,PbTe,0.00018
113.93,3.27,PbTe,0.00018
120.19,5.67,PbTe,0.00018
132.46,13.8,Skutterudite,0.0002
291.34,2.87,Skutterudite,0.0002
71.83,10.27,Skutterudite,0.0002
251.35,12.63,Skutterudite,0.0002
130.2,6.74,PbTe,0.00018
287.72,2.07,PbTe,0.00018
292.72,4.69,PbTe,0.00018
57.42,7.99,PbTe,0.00018
114.8,17.73,Skutterudite,0.0002
198.6,2.4,Skutterudite,0.0002
283.22,9.68,Bi2Te3,0.00022
236.7,8.26,Bi2Te3,0.00022
279.84,16.93,PbTe,0.00018
167.6,17.77,PbTe,0.00018
163.12,7.96,PbTe,0.00018
113.02,11.09,Skutterudite,0.0002
297.7,13.2,Bi2Te3,0.00022
186.28,4.67,Skutterudite,0.0002
68.72,12.3,Skutterudite,0.0002
116.69,13.97,Skutterudite,0.0002
169.78,2.66,Skutterudite,0.0002
189.37,5.37,PbTe,0.00018
152.55,19.52,Bi2Te3,0.00022
116.28,14.12,Bi2Te3,0.00022
162.59,2.4,PbTe,0.00018
195.06,3.96,Skutterudite,0.0002
83.75,14.18,PbTe,0.00018
292.43,10.08,PbTe,0.00018
258.95,14.46,Skutterudite,0.0002
212.44,15.31,Bi2Te3,0.00022
151.7,10.52,PbTe,0.00018
285.16,9.58,PbTe,0.00018
279.84,4.06,Bi2Te3,0.00022
95.62,9.78,PbTe,0.00018
241.02,8.44,Skutterudite,0.0002
186.1,7.96,Bi2Te3,0.00022
56.23,8.57,Skutterudite,0.0002
168.91,15.67,PbTe,0.00018
93.17,2.14,Bi2Te3,0.00022
210.63,6.77,Bi2Te3,0.00022
103.02,19.39,Skutterudite,0.0002
284.23,5.69,PbTe,0.00018
274.78,4.49,Skutterudite,0.0002
164.64,3.9,Bi2Te3,0.00022
184.24,10.17,PbTe,0.00018
72.35,11.97,Skutterudite,0.0002
234.83,13.7,PbTe,0.00018
206.29,3.98,Bi2Te3,0.00022
196.35,14.52,PbTe,0.00018
154.7,12.2,PbTe,0.00018
68.05,6.47,Bi2Te3,0.00022
88.78,16.85,Bi2Te3,0.00022
232.22,11.78,PbTe,0.00018
53.21,11.92,Bi2Te3,0.00022
250.34,19.88,Skutterudite,0.0002
56.53,8.88,Bi2Te3,0.00022
232.88,1.97,Skutterudite,0.0002
213.36,19.98,Skutterudite,0.0002
141.29,12.08,PbTe,0.00018
145.75,3.44,Bi2Te3,0.00022
222.24,2.1,Bi2Te3,0.00022
221.73,10.36,PbTe,0.00018
247.99,8.16,PbTe,0.00018
141.84,9.09,PbTe,0.00018
96.23,1.04,Skutterudite,0.0002
286.22,18.84,Bi2Te3,0.00022
107.63,1.5,Bi2Te3,0.00022
50.2,9.55,Skutterudite,0.0002
224,1.98,Bi2Te3,0.00022
280.43,2.54,Skutterudite,0.0002
137.47,15.2,Bi2Te3,0.00022
109.25,5.33,Skutterudite,0.0002
256.58,9.46,PbTe,0.00018
283.38,16.37,Skutterudite,0.0002
120.04,7.98,PbTe,0.00018
236.53,1.61,PbTe,0.00018
170.69,13.67,PbTe,0.00018
167.25,14.57,Bi2Te3,0.00022
77.3,18.05,Skutterudite,0.0002
72.74,15.35,Skutterudite,0.0002
123.92,14.6,PbTe,0.00018
169.75,14.81,PbTe,0.00018
127.48,14.32,Skutterudite,0.0002
165.56,10.9,Bi2Te3,0.00022
86.88,6.54,Skutterudite,0.0002
299.01,12.2,Skutterudite,0.0002
215.24,6.71,Bi2Te3,0.00022
58.8,16.51,Bi2Te3,0.00022
156.09,10.53,PbTe,0.00018
159.65,15.01,PbTe,0.00018
118.64,2.93,PbTe,0.00018
120.17,9.91,Bi2Te3,0.00022
293.83,18.95,Bi2Te3,0.00022
117.87,16.66,PbTe,0.00018
114.2,17.26,Bi2Te3,0.00022
202.85,11.84,Bi2Te3,0.00022
264.91,15.13,Bi2Te3,0.00022
135.18,17.07,Bi2Te3,0.00022
187.46,1.85,Bi2Te3,0.00022
164.71,11.96,Bi2Te3,0.00022
150.85,6.07,PbTe,0.00018
77.21,8.79,Skutterudite,0.0002
112.12,8.2,Bi2Te3,0.00022
244.4,11.53,PbTe,0.00018
172.02,16.21,PbTe,0.00018
57.85,8.77,Skutterudite,0.0002
183.48,11.44,PbTe,0.00018
182.8,9.87,Bi2Te3,0.00022
164.8,4.7,Skutterudite,0.0002
92.6,11.37,PbTe,0.00018
288.9,9.33,Skutterudite,0.0002
255.75,5.06,Skutterudite,0.0002
284.1,16.75,Bi2Te3,0.00022
64.28,1.5,Skutterudite,0.0002
139.99,10.79,PbTe,0.00018
106.12,18.39,Bi2Te3,0.00022
224.19,10.56,Skutterudite,0.0002
291.94,19.78,PbTe,0.00018
157.73,3.14,Bi2Te3,0.00022
195.12,2.35,Bi2Te3,0.00022
273.04,5.83,PbTe,0.00018
241.67,11.34,Bi2Te3,0.00022
197.89,9.11,PbTe,0.00018
165.46,11.9,Bi2Te3,0.00022
240.33,14.42,Bi2Te3,0.00022
84.41,19.08,PbTe,0.00018
218.65,5.75,Skutterudite,0.0002
154.69,10.49,Bi2Te3,0.00022
146.69,5.73,PbTe,0.00018
254.16,17.26,PbTe,0.00018
50.64,4.82,Skutterudite,0.0002
288.88,3.09,PbTe,0.00018
144.13,1.54,Bi2Te3,0.00022
254.82,18.05,Skutterudite,0.0002
220.85,2.72,Bi2Te3,0.00022
93.56,17.65,Bi2Te3,0.00022
248.58,1.92,Bi2Te3,0.00022
69.84,4.48,Bi2Te3,0.00022
102,16.59,PbTe,0.00018
174.45,18.86,PbTe,0.00018
211.88,4.09,PbTe,0.00018
272.01,19.09,PbTe,0.00018
200.6,18.13,Skutterudite,0.0002
131.49,16.03,Bi2Te3,0.00022
50.14,19.18,PbTe,0.00018
189.4,12.66,Skutterudite,0.0002
285.56,17.46,Skutterudite,0.0002
54.14,5.99,PbTe,0.00018
72,18.63,Skutterudite,0.0002
199.72,15.08,PbTe,0.00018
96.26,5.37,PbTe,0.00018
153.78,14.32,PbTe,0.00018
178.29,4.32,Bi2Te3,0.00022
282.76,12.84,Bi2Te3,0.00022
111.3,10.7,Skutterudite,0.0002
230.09,12.15,PbTe,0.00018
152.29,8.08,Skutterudite,0.0002
214.82,4.85,Skutterudite,0.0002
93.12,4.01,PbTe,0.00018
154.69,16.37,PbTe,0.00018
93.05,9.57,Skutterudite,0.0002
52.39,9.49,Skutterudite,0.0002
183.06,3.96,PbTe,0.00018
193.46,10.15,Skutterudite,0.0002
169.36,2.49,PbTe,0.00018
125.25,14.15,PbTe,0.00018
89.83,11.95,Skutterudite,0.0002
266.24,18.48,Bi2Te3,0.00022
261.37,13.18,Skutterudite,0.0002
250.11,17.62,Skutterudite,0.0002
51.88,7.88,Skutterudite,0.0002
178.08,13.59,Skutterudite,0.0002
84.72,12.02,Bi2Te3,0.00022
101.28,18.86,Bi2Te3,0.00022
187.24,8.87,Skutterudite,0.0002
198.02,10.56,PbTe,0.00018
84.42,9.9,Skutterudite,0.0002
218.04,12.83,PbTe,0.00018
70.44,3.59,Skutterudite,0.0002
237.3,5.8,PbTe,0.00018
272.9,15.77,Skutterudite,0.0002
207.76,6.49,PbTe,0.00018
141.95,10.76,PbTe,0.00018
294.86,10.44,Skutterudite,0.0002
64.52,19.61,Skutterudite,0.0002
57.02,4.1,PbTe,0.00018
226.79,10.53,PbTe,0.00018
291.81,8.6,PbTe,0.00018
219.61,3.22,Bi2Te3,0.00022
63.78,3.99,PbTe,0.00018
194.65,12.7,Bi2Te3,0.00022
60,7.84,PbTe,0.00018
67.61,3.89,PbTe,0.00018
123.75,8.76,PbTe,0.00018
226.38,3.1,Skutterudite,0.0002
246.27,17.73,Skutterudite,0.0002
69.25,17.67,PbTe,0.00018
198.98,18.31,Skutterudite,0.0002
203.94,19.69,PbTe,0.00018
58.44,3.63,Skutterudite,0.0002
115.77,15.58,Bi2Te3,0.00022
270.26,17.99,PbTe,0.00018
82.55,6.73,Skutterudite,0.0002
209.6,4.49,Skutterudite,0.0002
244.46,4.02,Bi2Te3,0.00022
285.2,2.43,Bi2Te3,0.00022
185.99,9.4,PbTe,0.00018
129.08,6.35,Skutterudite,0.0002
217.42,7.9,Bi2Te3,0.00022
175.81,12.79,Skutterudite,0.0002
188.09,8.56,Skutterudite,0.0002
238.13,13.44,PbTe,0.00018
150.4,16.56,Bi2Te3,0.00022
96.16,5.52,PbTe,0.00018
147.68,11.8,PbTe,0.00018
298.92,9.49,Skutterudite,0.0002
64.49,18.98,PbTe,0.00018
174.91,12.58,PbTe,0.00018
170.27,3.57,Bi2Te3,0.00022
268.09,17.59,Bi2Te3,0.00022
67.13,14.21,PbTe,0.00018
64.96,3.45,Bi2Te3,0.00022
167.12,9.26,Skutterudite,0.0002
70.8,2.56,Bi2Te3,0.00022
156.02,6.97,Bi2Te3,0.00022
235.8,15.04,Bi2Te3,0.00022
281.6,3.46,PbTe,0.00018
76.17,7.46,PbTe,0.00018
210.99,13.63,Skutterudite,0.0002
254.37,3.1,Bi2Te3,0.00022
246.1,19.89,Bi2Te3,0.00022
219.88,6.38,PbTe,0.00018
202.35,6.86,Skutterudite,0.0002
284.95,5.7,Bi2Te3,0.00022
184.83,4.1,Bi2Te3,0.00022
134.7,7.66,Skutterudite,0.0002
203.14,16.86,PbTe,0.00018
106.61,19.64,PbTe,0.00018
166.11,13.57,PbTe,0.00018
67.05,4.67,PbTe,0.00018
94.71,13.09,Bi2Te3,0.00022
115.75,5.77,Skutterudite,0.0002
135.85,13.7,Skutterudite,0.0002
192.12,15.55,Skutterudite,0.0002
254.66,2.99,PbTe,0.00018
225.38,3.8,Skutterudite,0.0002
227.83,6.81,Bi2Te3,0.00022
247.57,7.26,Bi2Te3,0.00022
193.77,11.22,Skutterudite,0.0002
285.14,11.82,Bi2Te3,0.00022
105.86,2.39,Skutterudite,0.0002
201.36,16.25,Skutterudite,0.0002
56.59,8.98,Skutterudite,0.0002
54.84,13.25,Bi2Te3,0.00022
111.8,6.39,PbTe,0.00018
139.83,8.47,PbTe,0.00018
244.83,2.13,Skutterudite,0.0002
99.87,11.29,PbTe,0.00018
152.28,5.35,PbTe,0.00018
139.03,5.02,PbTe,0.00018
262.05,13.87,Bi2Te3,0.00022
297.1,7.12,PbTe,0.00018
167.75,17.85,PbTe,0.00018
109.68,12.5,Bi2Te3,0.00022
260.85,7.66,PbTe,0.00018
278.37,17.85,Skutterudite,0.0002
242.5,15.7,Bi2Te3,0.00022
137.26,11.71,Skutterudite,0.0002
74.99,17.37,Bi2Te3,0.00022
279.26,7.79,Skutterudite,0.0002
297.16,13.3,PbTe,0.00018
219.36,14.76,PbTe,0.00018
107.34,11.25,Bi2Te3,0.00022
248.1,13.94,PbTe,0.00018
212.24,16.67,Bi2Te3,0.00022
161.09,7.83,Skutterudite,0.0002
164.48,18.82,Bi2Te3,0.00022
217.89,11.39,PbTe,0.00018
261.03,18.09,PbTe,0.00018
98.93,13.85,Skutterudite,0.0002
170.39,12.81,Skutterudite,0.0002
87.57,3.59,Skutterudite,0.0002
211.98,5.26,Bi2Te3,0.00022
70.55,10.99,Skutterudite,0.0002
77.76,4.19,Skutterudite,0.0002
124.1,15.36,PbTe,0.00018
273.82,1.96,Bi2Te3,0.00022
116.18,15.64,Skutterudite,0.0002
236.44,3.4,PbTe,0.00018
240.76,15.66,Bi2Te3,0.00022
285.96,10.08,Skutterudite,0.0002
182.52,1.66,PbTe,0.00018
286.51,2.46,Bi2Te3,0.00022
204.9,8.8,Bi2Te3,0.00022
74.57,12.89,PbTe,0.00018
198.78,18.11,Skutterudite,0.0002
250.04,17.94,PbTe,0.00018
251.18,1.34,Skutterudite,0.0002
55.44,10.29,PbTe,0.00018
239.68,18.53,Bi2Te3,0.00022
174.36,2.42,Bi2Te3,0.00022
160.22,9.54,Bi2Te3,0.00022
97.88,3.41,Bi2Te3,0.00022
266.09,2.98,PbTe,0.00018
200.94,3.44,Skutterudite,0.0002
172.47,13.65,PbTe,0.00018
237.87,16.57,PbTe,0.00018
241.67,10.58,Skutterudite,0.0002
211.29,1.99,Bi2Te3,0.00022
67.67,4.06,Bi2Te3,0.00022
58.12,3.71,Bi2Te3,0.00022
133.89,9.98,Bi2Te3,0.00022
70.7,15.42,PbTe,0.00018
203.82,19.04,Skutterudite,0.0002
142.93,9.17,Skutterudite,0.0002
145.06,9.27,PbTe,0.00018
202.93,2.34,Bi2Te3,0.00022
294.47,16.17,PbTe,0.00018
219.69,14.39,PbTe,0.00018
62.43,3.73,PbTe,0.00018
293.59,19.43,Skutterudite,0.0002
140.13,4.56,PbTe,0.00018
191.94,10.04,Bi2Te3,0.00022
112,7.44,Skutterudite,0.0002
65.78,3.91,Bi2Te3,0.00022
161.48,13.81,Skutterudite,0.0002
125.84,9.68,Skutterudite,0.0002
148.25,14.92,PbTe,0.00018
223.54,18.88,PbTe,0.00018
102.31,14.5,PbTe,0.00018
286.95,1.6,Skutterudite,0.0002
63.72,16.17,Bi2Te3,0.00022
259.73,7.3,PbTe,0.00018
193.83,12.43,Bi2Te3,0.00022
264.39,6.76,PbTe,0.00018
185.65,2.13,Bi2Te3,0.00022
212.87,8.44,PbTe,0.00018
120.69,3.3,Bi2Te3,0.00022
274.08,3.47,PbTe,0.00018
221.4,3.99,PbTe,0.00018
183.19,12.63,PbTe,0.00018
228.3,18.1,Skutterudite,0.0002
188.72,14.41,Skutterudite,0.0002
111.35,2.09,Bi2Te3,0.00022
55.12,1.43,PbTe,0.00018
76.92,19.47,Skutterudite,0.0002
92.49,6.81,PbTe,0.00018
147.47,13.58,Skutterudite,0.0002
104.04,4.94,Skutterudite,0.0002
51.93,6.65,Bi2Te3,0.00022
197.83,6.95,Bi2Te3,0.00022
58.23,10.86,Skutterudite,0.0002
218.58,5.03,Bi2Te3,0.00022
59.57,14.32,Skutterudite,0.0002
263.05,5.93,Skutterudite,0.0002
87.63,12.77,PbTe,0.00018
194.52,17.8,Bi2Te3,0.00022
245.1,8.8,Skutterudite,0.0002
299.26,19.87,Bi2Te3,0.00022
68.29,8.98,Skutterudite,0.0002
246.25,13.98,Bi2Te3,0.00022
95.21,7.76,Skutterudite,0.0002
211.39,1.18,Bi2Te3,0.00022
238.26,18.15,Skutterudite,0.0002
220.17,10.47,Bi2Te3,0.00022
215.88,12.46,Skutterudite,0.0002
119.52,11.89,Skutterudite,0.0002
67.24,19.35,Bi2Te3,0.00022
276.09,6.98,Bi2Te3,0.00022
259.94,15.06,Bi2Te3,0.00022
66.86,13.49,Bi2Te3,0.00022
297.03,6.25,Skutterudite,0.0002
217.12,18.59,PbTe,0.00018
235.38,3.45,PbTe,0.00018
239.89,1.48,PbTe,0.00018
178.65,3.28,Skutterudite,0.0002
208.39,9.41,Skutterudite,0.0002
111.16,8.91,Skutterudite,0.0002
235.27,16.06,PbTe,0.00018
283.7,2.57,PbTe,0.00018
136.71,9.19,Bi2Te3,0.00022
98.99,15.71,Bi2Te3,0.00022
230.02,9.85,Skutterudite,0.0002
143.94,19.43,PbTe,0.00018
110.08,10.01,Skutterudite,0.0002
203.75,3.21,Skutterudite,0.0002
173.77,2.59,PbTe,0.00018
182.27,6,Skutterudite,0.0002
256.86,16.61,Bi2Te3,0.00022
100.73,7.56,PbTe,0.00018
167.6,4.89,Skutterudite,0.0002
188.14,13.43,Bi2Te3,0.00022
80.18,14.49,PbTe,0.00018
208.91,17.3,Skutterudite,0.0002
143.38,15.92,PbTe,0.00018
258.65,5.21,Skutterudite,0.0002
299.18,11.87,PbTe,0.00018
283.96,12.09,Bi2Te3,0.00022
277.67,9.97,PbTe,0.00018
68.24,19.43,Bi2Te3,0.00022
118.73,10.99,Bi2Te3,0.00022
190.63,1.01,Bi2Te3,0.00022
106.91,11.27,PbTe,0.00018
249.69,13.6,Skutterudite,0.0002
143.02,5.25,Skutterudite,0.0002
258.47,10.12,PbTe,0.00018
188.07,12.09,Bi2Te3,0.00022
166.87,17.49,Bi2Te3,0.00022
134.81,1.91,Bi2Te3,0.00022
169.83,1.2,PbTe,0.00018
260.63,9.93,Skutterudite,0.0002
260.85,11.14,PbTe,0.00018
222.14,17.23,Skutterudite,0.0002
291.57,3.7,PbTe,0.00018
62,19.78,Bi2Te3,0.00022
200.3,6.81,PbTe,0.00018
267.13,19.18,Skutterudite,0.0002
283.88,18.91,Skutterudite,0.0002
181.17,12.73,Bi2Te3,0.00022
93.38,15.62,Skutterudite,0.0002
198.39,3.45,Bi2Te3,0.00022
164.99,18.89,Skutterudite,0.0002
271.84,12.27,Skutterudite,0.0002
53.79,11.88,Skutterudite,0.0002
72.24,13.78,Bi2Te3,0.00022
201.33,11.3,PbTe,0.00018
70.78,18.11,PbTe,0.00018
277.9,19.49,Bi2Te3,0.00022
293.61,13.1,Bi2Te3,0.00022
237.68,1.98,Skutterudite,0.0002
287.1,7.53,PbTe,0.00018
104.44,3.27,Bi2Te3,0.00022
140.92,15.18,Skutterudite,0.0002
173.76,13.82,PbTe,0.00018
126.37,9.26,Bi2Te3,0.00022
74.61,9.16,Skutterudite,0.0002
231.61,18.19,Skutterudite,0.0002
209.34,18.54,PbTe,0.00018
127.98,3.03,Skutterudite,0.0002
126.44,8.67,PbTe,0.00018
92.45,9.06,Skutterudite,0.0002
102.66,6.67,Bi2Te3,0.00022
90.4,11.14,Skutterudite,0.0002
160.84,1.87,Bi2Te3,0.00022
109.72,16.66,PbTe,0.00018
55.42,19.72,Bi2Te3,0.00022
217.72,13.98,Bi2Te3,0.00022
227.95,10.02,Skutterudite,0.0002
189.39,7.62,PbTe,0.00018
166.41,5.83,Bi2Te3,0.00022
146.63,4.16,Bi2Te3,0.00022
128.03,17.92,PbTe,0.00018
237.01,8.21,PbTe,0.00018
126.04,6.86,Skutterudite,0.0002
93.3,12.61,Bi2Te3,0.00022
94.54,12.64,PbTe,0.00018
174.65,12.5,Skutterudite,0.0002
192.33,1.73,PbTe,0.00018
225.73,8.77,Skutterudite,0.0002
59.13,7.91,Skutterudite,0.0002
195.17,5.39,PbTe,0.00018
296.45,1.11,Bi2Te3,0.00022
235.92,5.54,PbTe,0.00018
229.95,16.46,Bi2Te3,0.00022
277.74,19.23,Bi2Te3,0.00022
165.29,15.58,Bi2Te3,0.00022
249.96,2.98,Bi2Te3,0.00022
61.66,3.5,Bi2Te3,0.00022
240.45,18.57,Skutterudite,0.0002
141.45,9.82,Skutterudite,0.0002
166.17,12.33,Skutterudite,0.0002
139.6,6.97,PbTe,0.00018
124.85,5.78,PbTe,0.00018
112.04,11.27,Skutterudite,0.0002
272.64,6.2,PbTe,0.00018
224.53,12.23,Skutterudite,0.0002
74.19,11.49,Bi2Te3,0.00022
264.37,2.34,PbTe,0.00018
298.79,12.97,Skutterudite,0.0002
75.03,7.04,Bi2Te3,0.00022
262.11,2.52,Bi2Te3,0.00022
162.78,3.21,Skutterudite,0.0002
146.57,14.85,Bi2Te3,0.00022
286.24,10.72,Skutterudite,0.0002
176.48,15.36,PbTe,0.00018
66.92,9.6,Skutterudite,0.0002
290.27,17.79,Bi2Te3,0.00022
196.88,15.21,Bi2Te3,0.00022
255.94,7.83,PbTe,0.00018
282.54,15.71,PbTe,0.00018
164.55,2.27,PbTe,0.00018
225.56,6.23,Bi2Te3,0.00022
275.28,6.47,PbTe,0.00018
264.9,12.53,Bi2Te3,0.00022
181.56,8.9,Bi2Te3,0.00022
112.74,18.88,PbTe,0.00018
299.92,16.07,Bi2Te3,0.00022
136.75,10.6,Bi2Te3,0.00022
168.42,3.73,Skutterudite,0.0002
125.95,6.72,Bi2Te3,0.00022
285.72,7.45,Skutterudite,0.0002
78.44,16.2,PbTe,0.00018
225.42,7.3,Bi2Te3,0.00022
274.64,4.01,Bi2Te3,0.00022
66.19,3.86,PbTe,0.00018
187.74,3.51,Bi2Te3,0.00022
173.34,18.66,PbTe,0.00018
274.04,11.48,Bi2Te3,0.00022
58.45,3.82,Bi2Te3,0.00022
74.76,2.2,PbTe,0.00018
243.56,4.47,Skutterudite,0.0002
57.51,19.46,Skutterudite,0.0002
144.55,1.68,Skutterudite,0.0002
192.25,13.72,Skutterudite,0.0002
105.52,5.44,Skutterudite,0.0002
88.97,3.48,PbTe,0.00018
214.81,4.95,Bi2Te3,0.00022
260.07,16.19,Skutterudite,0.0002
60.18,10.3,Bi2Te3,0.00022
248.17,10.11,Bi2Te3,0.00022
202.73,11.12,Skutterudite,0.0002
262.15,18.59,Bi2Te3,0.00022
137.7,16.42,Skutterudite,0.0002
171.72,6.54,Skutterudite,0.0002
71.26,10.45,Skutterudite,0.0002
